time_yday,temp_200m
22.540006225020065,18.180888194231816
22.540064095390434,18.150695456739207
22.540121965760804,18.13176955541543
22.540179836131177,18.11406956830742
22.540237706501546,18.10290560161492
22.540295576871916,18.087250782320982
22.551811780575616,18.294472842556
22.551869650945985,18.37092570888758
22.551927521316355,18.382781118477475
22.604728447242284,18.345808810987783
22.60483261390895,18.30981377052306
22.604890484279323,18.295670230632584
22.604948354649693,18.28493635997381
22.605006225020063,18.27719635936843
22.616499280575617,18.217056150903534
22.616557150945987,18.232245612193868
22.616615021316356,18.24943192959473
22.66612891020525,18.29853682184686
22.666233076871915,18.23894094457039
22.666290947242285,18.22784336016258
22.666348817612654,18.218665054128216
22.666406687983024,18.206003558088216
22.666464558353397,18.177751814230206
22.744624280575618,17.945267923137344
22.74471687316821,17.99220567058588
22.791152058353397,18.04306460990409
22.79122150279784,18.036691487331325
22.791279373168212,18.034608275821522
22.79133724353858,18.03170441578855
22.79139511390895,18.028044440465038
22.86965900279784,17.952021822093975
22.86971687316821,18.036758014891742
22.915087243538583,18.177329407739478
22.91513353983488,18.160864677661344
22.91519141020525,18.13255702791754
22.915260854649695,18.09052864182035
22.915307150945992,18.043783104948435
23.043327984279323,18.327917860711384
23.043397428723768,18.367127002333206
23.09963585464969,18.63048673654449
23.099693725020064,18.605439551873626
23.099751595390433,18.599674838809033
23.099809465760803,18.586156829397282
23.099867336131172,18.559925773726363
23.225237706501545,18.48239900051298
23.225295576871915,18.514441527776896
23.225353447242284,18.52757637465027
23.225411317612657,18.575636195592597
23.275469187983028,18.58064323200286
23.275527058353397,18.564881656908913
23.275584928723767,18.523203156848002
23.275642799094136,18.457945521694782
23.396626595390433,18.53617536112123
23.396684465760806,18.63709334474121
23.446985391686727,18.28292284984674
23.4470432620571,18.274280581356823
23.44710113242747,18.256112887607475
23.44715900279784,18.240953165271527
23.567101132427467,17.90631759686331
23.56715900279784,17.925288345417588
23.56721687316821,18.013728466047674
23.616244650945987,18.415539662988866
23.616302521316356,18.391057918755767
23.61636039168673,18.361700027018387
23.6164182620571,18.315112240563195
23.729878910205247,18.641241341171398
23.729936780575617,18.682087075720585
23.72999465094599,18.729510170802083
23.779844187983027,18.46565430605766
23.779902058353397,18.45407204826631
23.779959928723766,18.444267606867264
23.78002937316821,18.39811377940785
23.89852474353858,18.05986414178449
23.89858261390895,18.090521533076288
23.898640484279323,18.12607893523337
23.946858076871912,18.061165649793807
23.946915947242285,18.038866991757384
23.946973817612655,18.012183840125342
23.947031687983024,17.97745325607135
24.051788632427467,17.77234075995034
24.051858076871913,17.852713079073784
24.05190437316821,17.97787009471935
24.09542289168673,18.200007500625624
24.095527058353397,18.122848348654433
24.191499280575616,17.79122819999139
24.191557150945986,17.870318047918516
24.19162659539043,17.90848050663013
24.234207613908954,18.11765924616413
24.234277058353396,18.05784820949656
24.234323354649693,18.042523131331627
24.330561780575618,17.893854982477226
24.330619650945987,17.957385327660333
24.330677521316357,18.012546416361616
24.375480762057098,18.0770154855306
24.375538632427467,18.05216991741862
24.37559650279784,18.037982341268858
24.494184465760803,17.962419180364734
24.494242336131176,17.98833291096274
24.494300206501546,18.01344634023557
24.494358076871915,18.06309376663233
24.54698539168673,18.422709244305587
24.5470432620571,18.390696497472998
24.54710113242747,18.345229160052597
24.54715900279784,18.28600101479082
24.663698354649693,18.080434926699482
24.663756225020062,18.161666668476215
24.663825669464508,18.183036325748258
24.663871965760805,18.221175146457103
24.717159002797843,18.046230990961018
24.717216873168212,18.027732555137828
24.71727474353858,18.024047817452153
24.71733261390895,18.01549122596118
24.835527058353396,18.135225102202586
24.835584928723765,18.166453204194877
24.83565437316821,18.21584763646357
24.835700669464508,18.249049878891647
24.884207613908956,18.140707272832
24.884265484279325,18.09468303059448
24.884323354649695,18.05189748186266
24.999323354649693,17.796803482224842
24.999381225020063,17.845577576591143
24.999439095390432,17.939651921359737
25.04868678057562,17.97470785125368
25.048744650945988,17.969208903774923
25.048802521316357,17.959321595520084
25.048860391686727,17.939470221121173
25.16982103983488,18.295534973391188
25.169890484279325,18.31159823151076
25.169948354649694,18.32273896997197
25.220272428723767,18.271556054165934
25.220330299094137,18.253738302421844
25.220399743538582,18.230730096709067
25.336638169464507,18.27297159053176
25.336696039834877,18.295691346913678
25.336753910205246,18.29953091708064
25.4089182620571,18.401651885913942
25.40897613242747,18.389649604902036
25.409034002797842,18.369369414913212
25.40909187316821,18.353190783043527
25.40914974353858,18.343847932797047
25.409207613908954,18.309834367913815
25.409265484279324,18.302426614741034
25.505550206501542,18.226494937374717
25.505608076871916,18.25707441589241
25.565226132427465,18.969548522356845
25.565307150945987,18.933853726093798
25.565399743538578,19.012684890968206
25.56545761390895,19.378608870951908
25.56551548427932,19.309380855490595
25.665689095390437,18.737908976106226
25.665746965760807,18.851832126055292
25.71011039168673,18.37461798000088
25.710156687983023,18.32453583353244
25.71022613242747,18.272663282317012
25.710284002797838,18.248699030182514
25.821858076871912,17.684628288520052
25.821915947242285,17.70319761206095
25.821973817612655,17.712201878075483
25.871684465760804,17.88705258030489
25.871742336131174,17.830983477318117
25.871800206501543,17.81201728661163
25.98602474353858,18.215104840213886
25.98608261390895,18.224171746619085
25.98614048427932,18.28063868576544
25.98619835464969,18.389460546108026
26.033478447242285,18.677223170866547
26.033536317612654,18.629895597091977
26.033594187983027,18.607699392357578
26.15013353983488,18.964314642960744
26.15019141020525,18.972731929423052
26.15024928057562,18.978967218937886
26.15030715094599,18.98257480078543
26.199022428723765,18.770687110885465
26.199080299094135,18.753158213374174
26.199138169464504,18.704847064039335
26.199196039834874,18.66079642342099
26.31906872502006,18.483567316803843
26.319161317612654,18.495087034285596
26.319219187983023,18.513833474701027
26.369323354649694,18.607013953669707
26.369381225020064,18.59000804868611
26.36945066946451,18.577390289744542
26.488339558353395,18.53993466511858
26.488397428723765,18.541499931434064
26.488455299094138,18.56006935372145
26.539184465760805,18.420572121565307
26.539242336131174,18.351661489763618
26.539300206501547,18.327744879811345
26.539358076871917,18.301179440663105
26.654149743538582,18.15566082861773
26.654219187983028,18.185369475636417
26.70139511390895,18.54863032991184
26.70145298427932,18.464654778246093
26.70151085464969,18.464850251733274
26.82071224353858,17.967015462360695
26.82077011390895,18.04489129748499
26.820839558353395,18.141535897688108
26.869473817612658,18.169948335649075
26.869531687983024,18.1278496529079
26.869589558353393,18.11731844538569
26.869647428723763,18.093260647040438
26.98931178057562,18.345150100994097
26.989358076871916,18.35587162331114
26.989427521316358,18.36472728006816
26.989473817612655,18.401345443239922
26.9895432620571,18.462962948867084
27.041406687983024,18.990274934749884
27.04147613242747,18.871822185418843
27.04153400279784,18.797134392752362
27.041591873168212,18.771752279464852
27.159288632427472,18.030315311416963
27.159346502797842,18.100250659266077
27.15940437316821,18.194813386078167
27.211834928723768,18.32383539122764
27.211892799094134,18.26512431601351
27.211950669464503,18.211190997909178
27.212008539834873,18.139747835135996
27.32729789168673,17.628620976609675
27.327344187983027,17.71875633384678
27.327402058353396,17.725725593226155
27.327459928723766,17.737271708770894
27.375179836131174,17.573541635367707
27.375237706501544,17.569829195714455
27.375295576871913,17.532181865037014
27.375353447242283,17.391355794858818
27.486869650945987,17.784875552343273
27.486915947242284,17.80179516113781
27.48698539168673,17.833805212568716
27.53651085464969,17.943641202909998
27.53656872502006,17.933677500155014
27.536626595390434,17.924182668169802
27.536684465760803,17.920540202293957
27.65169603983488,18.391988253580145
27.651788632427472,18.43272071887668
27.700608076871912,18.395012112206388
27.700665947242282,18.35998564133406
27.700723817612655,18.319726731045613
27.700781687983024,18.24549282348784
27.817969187983024,18.233605784663997
27.818027058353394,18.256848108285006
27.818084928723767,18.286590389164022
27.818142799094137,18.323264369683045
27.857795576871915,18.09050680734736
27.857853447242285,18.07199678386146
27.857911317612654,18.056886084949706
27.975237706501545,18.037391699315087
27.975295576871915,18.08947072942363
27.975353447242284,18.13887448798881
27.975411317612657,18.205065737885292
28.02462428057562,18.019190183798536
28.02468215094599,17.991234507457257
28.024740021316358,17.966242347658195
28.02479789168673,17.921266517131528
28.144786317612656,18.610808046168323
28.144844187983026,18.62278521118894
28.144902058353395,18.661928844102167
28.144959928723768,18.725584498614023
28.19412659539043,18.57613298269902
28.1941844657608,18.555417147123222
28.194242336131172,18.532258385447477
28.19430020650154,18.51235150385444
28.31337428057562,18.096911550636293
28.31343215094599,18.147370511107603
28.31349002131636,18.18857010383934
28.360145113908953,18.183535408475436
28.360202984279322,18.127456471015325
28.36026085464969,18.068228960867902
28.360318725020065,18.00318085104967
28.47809650279784,17.943563865475056
28.47815437316821,17.97763978302094
28.47821224353858,18.033694568449015
28.527656687983026,18.299257481872083
28.527714558353395,18.26607447528545
28.527772428723765,18.24495041257531
28.527830299094138,18.189450553004185
28.531892799094138,18.134036145755786
28.53197381761266,18.184259410170768
28.532043262057098,18.255146220264304
28.532112706501543,18.275440921294276
28.58196224353858,18.48546785137648
28.58202011390895,18.441872584623418
28.582077984279323,18.42511204853975
28.582135854649692,18.40348740968001
28.582193725020062,18.390789792798202
28.582251595390435,18.379613553091325
